00 0.000000 0.999987 -0.000113 0.000000
01 21.533203 0.999988 -0.000107 -0.306796
02 43.066406 0.999990 -0.000091 -0.613592
03 64.599609 0.999993 -0.000064 -0.920388
04 86.132812 0.999996 -0.000033 -1.227185
05 107.666016 1.000000 0.000004 -1.533981
06 129.199219 1.000004 0.000038 -1.840777
07 150.732422 1.000008 0.000069 -2.147573
08 172.265625 1.000011 0.000094 -2.454369
09 193.798828 1.000013 0.000109 -2.761165
10 215.332031 1.000013 0.000112 -3.067962
11 236.865234 1.000012 0.000106 2.908428
12 258.398438 1.000010 0.000086 2.601631
13 279.931641 1.000007 0.000059 2.294835
14 301.464844 1.000003 0.000025 1.988039
15 322.998047 0.999999 -0.000012 1.681243
16 344.531250 0.999995 -0.000048 1.374447
17 366.064453 0.999991 -0.000078 1.067651
18 387.597656 0.999988 -0.000101 0.760854
19 409.130859 0.999987 -0.000113 0.454058
20 430.664062 0.999987 -0.000115 0.147262
21 452.197266 0.999988 -0.000105 -0.159534
22 473.730469 0.999990 -0.000084 -0.466330
23 495.263672 0.999994 -0.000054 -0.773126
24 516.796875 0.999998 -0.000019 -1.079922
25 538.330078 1.000002 0.000018 -1.386719
26 559.863281 1.000006 0.000054 -1.693515
27 581.396484 1.000010 0.000085 -2.000311
28 602.929688 1.000012 0.000106 -2.307107
29 624.462891 1.000014 0.000118 -2.613903
30 645.996094 1.000014 0.000118 -2.920699
31 667.529297 1.000012 0.000104 3.055690
32 689.062500 1.000009 0.000081 2.748894
33 710.595703 1.000006 0.000049 2.442097
34 732.128906 1.000001 0.000012 2.135301
35 753.662109 0.999997 -0.000027 1.828505
36 775.195312 0.999993 -0.000064 1.521709
37 796.728516 0.999989 -0.000093 1.214913
38 818.261719 0.999987 -0.000115 0.908117
39 839.794922 0.999986 -0.000125 0.601320
40 861.328125 0.999986 -0.000122 0.294524
41 882.861328 0.999988 -0.000108 -0.012272
42 904.394531 0.999991 -0.000082 -0.319068
43 925.927734 0.999995 -0.000047 -0.625864
44 947.460938 0.999999 -0.000008 -0.932660
45 968.994141 1.000004 0.000034 -1.239456
46 990.527344 1.000008 0.000070 -1.546253
47 1012.060547 1.000012 0.000101 -1.853049
48 1033.593750 1.000014 0.000123 -2.159845
49 1055.126953 1.000015 0.000131 -2.466641
50 1076.660156 1.000015 0.000127 -2.773437
51 1098.193359 1.000013 0.000110 -3.080233
52 1119.726562 1.000009 0.000081 2.896156
53 1141.259766 1.000005 0.000045 2.589360
54 1162.792969 1.000000 0.000002 2.282563
55 1184.326172 0.999995 -0.000040 1.975767
56 1205.859375 0.999991 -0.000080 1.668971
57 1227.392578 0.999987 -0.000112 1.362175
58 1248.925781 0.999985 -0.000133 1.055379
59 1270.458984 0.999984 -0.000140 0.748583
60 1291.992188 0.999984 -0.000135 0.441786
61 1313.525391 0.999987 -0.000115 0.134990
62 1335.058594 0.999990 -0.000084 -0.171806
63 1356.591797 0.999995 -0.000043 -0.478602
64 1378.125000 1.000000 0.000002 -0.785398
65 1399.658203 1.000005 0.000047 -1.092194
66 1421.191406 1.000010 0.000088 -1.398990
67 1442.724609 1.000014 0.000120 -1.705787
68 1464.257812 1.000016 0.000141 -2.012583
69 1485.791016 1.000017 0.000150 -2.319379
70 1507.324219 1.000016 0.000141 -2.626175
71 1528.857422 1.000014 0.000119 -2.932971
72 1550.390625 1.000010 0.000085 3.043418
73 1571.923828 1.000005 0.000042 2.736622
74 1593.457031 0.999999 -0.000005 2.429826
75 1614.990234 0.999994 -0.000053 2.123029
76 1636.523438 0.999989 -0.000097 1.816233
77 1658.056641 0.999985 -0.000131 1.509437
78 1679.589844 0.999982 -0.000153 1.202641
79 1701.123047 0.999982 -0.000160 0.895845
80 1722.656250 0.999983 -0.000151 0.589049
81 1744.189453 0.999985 -0.000127 0.282252
82 1765.722656 0.999990 -0.000091 -0.024544
83 1787.255859 0.999995 -0.000044 -0.331340
84 1808.789062 1.000001 0.000007 -0.638136
85 1830.322266 1.000007 0.000057 -0.944932
86 1851.855469 1.000012 0.000104 -1.251728
87 1873.388672 1.000016 0.000140 -1.558524
88 1894.921875 1.000019 0.000164 -1.865321
89 1916.455078 1.000020 0.000171 -2.172117
90 1937.988281 1.000018 0.000160 -2.478913
91 1959.521484 1.000016 0.000135 -2.785709
92 1981.054688 1.000011 0.000095 -3.092505
93 2002.587891 1.000005 0.000047 2.883884
94 2024.121094 0.999999 -0.000010 2.577088
95 2045.654297 0.999993 -0.000064 2.270292
96 2067.187500 0.999987 -0.000114 1.963495
97 2088.720703 0.999983 -0.000152 1.656699
98 2110.253906 0.999980 -0.000177 1.349903
99 2131.787109 0.999979 -0.000183 1.043107
100 2153.320312 0.999980 -0.000174 0.736311
