00 0.000000 0.998848 -0.010010 0.000000
01 21.533203 0.998905 -0.009516 -0.306796
02 43.066406 0.999070 -0.008081 -0.613592
03 64.599609 0.999327 -0.005849 -0.920388
04 86.132812 0.999650 -0.003039 -1.227185
05 107.666016 1.000008 0.000072 -1.533981
06 129.199219 1.000366 0.003177 -1.840777
07 150.732422 1.000687 0.005968 -2.147573
08 172.265625 1.000941 0.008173 -2.454369
09 193.798828 1.001103 0.009572 -2.761165
10 215.332031 1.001155 0.010028 -3.067962
11 236.865234 1.001094 0.009495 2.908428
12 258.398438 1.000924 0.008023 2.601631
13 279.931641 1.000663 0.005757 2.294835
14 301.464844 1.000336 0.002918 1.988039
15 322.998047 0.999975 -0.000214 1.681243
16 344.531250 0.999616 -0.003332 1.374447
17 366.064453 0.999295 -0.006128 1.067651
18 387.597656 0.999042 -0.008325 0.760854
19 409.130859 0.998883 -0.009705 0.454058
20 430.664062 0.998835 -0.010128 0.147262
21 452.197266 0.998901 -0.009552 -0.159534
22 473.730469 0.999076 -0.008031 -0.466330
23 495.263672 0.999343 -0.005713 -0.773126
24 516.796875 0.999675 -0.002825 -1.079922
25 538.330078 1.000040 0.000349 -1.386719
26 559.863281 1.000403 0.003497 -1.693515
27 581.396484 1.000726 0.006308 -2.000311
28 602.929688 1.000980 0.008504 -2.307107
29 624.462891 1.001137 0.009868 -2.613903
30 645.996094 1.001182 0.010263 -2.920699
31 667.529297 1.001111 0.009647 3.055690
32 689.062500 1.000930 0.008077 2.748894
33 710.595703 1.000657 0.005704 2.442097
34 732.128906 1.000318 0.002758 2.135301
35 753.662109 0.999946 -0.000473 1.828505
36 775.195312 0.999577 -0.003671 1.521709
37 796.728516 0.999250 -0.006521 1.214913
38 818.261719 0.998994 -0.008740 0.908117
39 839.794922 0.998837 -0.010107 0.601320
40 861.328125 0.998794 -0.010482 0.294524
41 882.861328 0.998870 -0.009824 -0.012272
42 904.394531 0.999057 -0.008195 -0.319068
43 925.927734 0.999338 -0.005749 -0.625864
44 947.460938 0.999686 -0.002726 -0.932660
45 968.994141 1.000067 0.000580 -1.239456
46 990.527344 1.000443 0.003844 -1.546253
47 1012.060547 1.000777 0.006745 -1.853049
48 1033.593750 1.001036 0.008995 -2.159845
49 1055.126953 1.001195 0.010371 -2.466641
50 1076.660156 1.001236 0.010733 -2.773437
51 1098.193359 1.001157 0.010041 -3.080233
52 1119.726562 1.000962 0.008355 2.896156
53 1141.259766 1.000672 0.005838 2.589360
54 1162.792969 1.000314 0.002730 2.282563
55 1184.326172 0.999923 -0.000666 1.975767
