00 0.000000 -0.000702 0.000000 0.000702 -63.074442 3.141593
01 43.108504 -0.000313 0.000000 0.000313 -70.100343 3.141593
02 86.217009 0.000080 0.000000 0.000080 -81.897978 0.000000
03 129.325513 -0.000187 0.000000 0.000187 -74.546344 3.141593
04 172.434018 -0.000176 0.000000 0.000176 -75.101681 3.141593
05 215.542522 0.000172 -0.000000 0.000172 -75.304055 -0.000000
06 258.651026 -0.000103 -0.000000 0.000103 -79.722887 -3.141593
07 301.759531 0.000173 0.000000 0.000173 -75.247046 0.000000
08 344.868035 -0.000072 0.000000 0.000072 -82.911124 3.141593
09 387.976540 0.000195 0.000000 0.000195 -74.203531 0.000000
10 431.085044 -0.000072 0.000000 0.000072 -82.884507 3.141593
11 474.193548 0.000189 0.000000 0.000189 -74.452350 0.000000
12 517.302053 0.000056 0.000000 0.000056 -85.042054 0.000000
13 560.410557 0.000001 0.000000 0.000001 -117.513071 0.000000
14 603.519062 0.000024 0.000000 0.000024 -92.249988 0.000000
15 646.627566 -0.000100 -0.000000 0.000100 -80.008300 -3.141593
16 689.736070 -0.000094 -0.000000 0.000094 -80.548446 -3.141593
17 732.844575 0.000032 -0.000000 0.000032 -89.857838 -0.000000
18 775.953079 0.000209 0.000000 0.000209 -73.609769 0.000000
19 819.061584 0.000197 0.000000 0.000197 -74.093392 0.000000
20 862.170088 -0.000052 -0.000000 0.000052 -85.752547 -3.141593
21 905.278592 0.000131 0.000000 0.000131 -77.664322 0.000000
22 948.387097 0.000055 0.000000 0.000055 -85.163377 0.000000
23 991.495601 0.000154 -0.000000 0.000154 -76.250846 -0.000000
24 1034.604106 -0.000328 0.000000 0.000328 -69.685938 3.141593
25 1077.712610 0.000000 -0.000000 0.000000 -126.608296 -0.000000
26 1120.821114 -0.000128 0.000000 0.000128 -77.877495 3.141593
27 1163.929619 0.000164 0.000000 0.000164 -75.710541 0.000000
28 1207.038123 0.000137 0.000000 0.000137 -77.244301 0.000000
29 1250.146628 0.000038 0.000000 0.000038 -88.465774 0.000000
30 1293.255132 0.000009 -0.000000 0.000009 -101.275595 -0.000000
31 1336.363636 0.000384 0.000000 0.000384 -68.307832 0.000000
32 1379.472141 0.000279 0.000000 0.000279 -71.095963 0.000000
33 1422.580645 -0.000550 0.000000 0.000550 -65.187726 3.141593
34 1465.689150 -0.000074 0.000000 0.000074 -82.581641 3.141593
35 1508.797654 0.000215 0.000000 0.000215 -73.365444 0.000000
36 1551.906158 0.000111 -0.000000 0.000111 -79.066554 -0.000000
