0.000000 -0.000000 -0.000000 0.000244 0.000000 0.000000 0.000244 0 152.000000 0.000000 152.000000 0.000000
0.000000 -0.000000 -0.000000 0.000798 -0.000198 0.000000 0.000823 1 -77.501438 -0.000000 -77.501404 0.000000
0.000000 -0.000000 -0.000000 0.001036 -0.000082 0.000000 0.001039 2 -23.041132 0.000000 -23.041077 0.000000
0.000000 -0.000000 -0.000000 -0.000597 -0.000095 0.000000 0.000604 3 16.705093 0.000000 16.705078 0.000000
0.000000 -0.000000 -0.000000 0.000418 0.000057 0.000000 0.000421 4 18.974439 0.000000 18.974426 0.000000
0.000000 -0.000000 -0.000000 0.000161 -0.000001 0.000000 0.000161 5 -1.000000 0.000000 -1.000000 0.000000
0.000000 -0.000000 -0.000000 0.000014 0.000069 0.000000 0.000071 6 -13.151629 -0.000000 -13.151611 0.000000
0.000000 -0.000000 -0.000000 0.000290 -0.000032 0.000000 0.000292 7 -5.989785 0.000000 -5.989746 0.000000
0.000000 -0.000000 -0.000000 -0.000528 0.000062 0.000000 0.000532 8 6.753438 0.000000 6.753418 0.000000
0.000000 -0.000000 -0.000000 -0.000234 0.000213 0.000000 0.000316 9 8.233173 0.000000 8.233154 0.000000
0.000000 -0.000000 -0.000000 0.000031 -0.000378 0.000000 0.000379 10 -1.000000 0.000000 -1.000000 0.000000
0.000000 -0.000000 -0.000000 -0.000291 -0.000090 0.000000 0.000304 11 -7.283850 -0.000000 -7.283813 0.000000
0.000000 -0.000000 -0.000000 0.000428 -0.000200 0.000000 0.000472 12 -3.137804 0.000000 -3.137756 0.000000
0.000000 -0.000000 -0.000000 -0.000318 -0.000014 0.000000 0.000319 13 4.447580 0.000000 4.447571 0.000000
0.000000 -0.000000 -0.000000 0.000426 -0.000089 0.000000 0.000436 14 5.150218 0.000000 5.150208 0.000000
0.000000 0.000000 0.000000 0.000058 0.000020 0.000000 0.000061 15 -1.000000 -0.000000 -0.999939 0.000000
0.000000 0.000000 0.000000 0.000068 0.000201 0.000000 0.000212 16 -5.071134 0.000000 -5.071106 0.000000
0.000000 0.000000 -0.000000 0.000446 0.000000 0.000000 0.000446 17 -1.956295 -0.000000 -1.956238 0.000000
0.000000 0.000000 0.000000 -0.000031 0.000063 0.000000 0.000071 18 3.415978 0.000000 3.415955 0.000000
0.000000 -0.000000 0.000000 -0.000041 0.000173 0.000000 0.000177 19 3.679467 0.000000 3.679443 0.000000
