1.000000e+00 6.300000e+01 -4.996004e-15 6.300494e+01 0.000000e+00 6.300000e+01 6.300494e+01 0 5.700000e+01 0.000000e+00 5.700000e+01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -3.314488e-15 6.300254e+01 -6.643991e-16 6.300000e+01 6.300254e+01 1 5.913330e+00 3.330669e-16 5.912748e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -5.402519e-15 6.299831e+01 -2.901325e-16 6.300000e+01 6.299831e+01 2 -5.657650e+00 -1.110223e-15 -5.657033e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -7.684730e-15 6.299855e+01 4.679417e-16 6.300000e+01 6.299855e+01 3 5.245703e+00 1.387779e-15 5.246498e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -6.237749e-15 6.299976e+01 -2.237875e-15 6.300000e+01 6.299976e+01 4 -4.697915e+00 6.106227e-16 -4.698538e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -1.567442e-15 6.299790e+01 -2.754307e-15 6.300000e+01 6.299790e+01 5 4.041232e+00 1.554312e-15 4.040986e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -5.433055e-15 6.300349e+01 -3.449064e-15 6.300000e+01 6.300349e+01 6 -3.307585e+00 -1.110223e-16 -3.306894e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -3.215967e-15 6.299560e+01 1.431147e-16 6.300000e+01 6.299560e+01 7 2.532089e+00 1.110223e-16 2.532792e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -1.050726e-15 6.300128e+01 -8.010692e-16 6.300000e+01 6.300128e+01 8 -1.751060e+00 5.551115e-17 -1.751732e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -9.120915e-16 6.299833e+01 -6.395739e-15 6.300000e+01 6.299833e+01 9 1.000000e+00 4.262974e-17 1.000244e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -8.486094e-16 6.300094e+01 -1.728817e-15 6.300000e+01 6.300094e+01 10 -3.116383e-01 1.219109e-16 -3.113804e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 5.118982e-15 6.299613e+01 -6.494805e-15 6.300000e+01 6.299613e+01 11 -2.858308e-01 -8.326673e-17 -2.852870e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.355459e-17 6.300316e+01 -1.399735e-15 6.300000e+01 6.300316e+01 12 7.702260e-01 5.768888e-16 7.706229e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.006372e-15 6.299705e+01 -1.074639e-15 6.300000e+01 6.299705e+01 13 -1.126479e+00 -2.220446e-16 -1.127232e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.242517e-15 6.299198e+01 2.194425e-16 6.300000e+01 6.299198e+01 14 1.347296e+00 0.000000e+00 1.348155e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 6.609079e-15 6.299320e+01 -3.753881e-15 6.300000e+01 6.299320e+01 15 -1.433353e+00 -5.551115e-17 -1.433393e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.628556e-15 6.299359e+01 -3.317355e-16 6.300000e+01 6.299359e+01 16 1.393002e+00 -1.536520e-16 1.393384e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 1.328480e-15 6.300095e+01 2.965905e-15 6.300000e+01 6.300095e+01 17 -1.241527e+00 -3.439556e-16 -1.242042e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 3.697998e-15 6.300363e+01 -1.661865e-15 6.300000e+01 6.300363e+01 18 1.000000e+00 5.551115e-17 1.000244e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -8.626096e-16 6.299952e+01 1.652138e-15 6.300000e+01 6.299952e+01 19 -6.937969e-01 -7.728844e-17 -6.940825e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 1.846151e-15 6.300390e+01 -2.926446e-15 6.300000e+01 6.300390e+01 20 3.508882e-01 -3.330669e-16 3.513901e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.960596e-15 6.300494e+01 1.922963e-16 6.300000e+01 6.300494e+01 21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.296226e-15 6.300179e+01 -2.344757e-15 6.300000e+01 6.300179e+01 22 -3.312333e-01 -1.922963e-16 -3.305155e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.640018e-15 6.300646e+01 2.489518e-15 6.300000e+01 6.300646e+01 23 6.180104e-01 2.377005e-17 6.175420e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.055065e-15 6.299472e+01 -1.535115e-15 6.300000e+01 6.299472e+01 24 -8.398899e-01 -4.956148e-16 -8.402051e-01 -0.000000e+00 1.000000e+00
