0.000000 0.000000 -0.000000 156.000000 -208.000000 0.000000 260.000000 0 26.000000 0.000000 52.000000 0.000000
0.000000 0.000000 -0.000000 -465.913361 -5.611971 0.000000 465.947158 1 -0.603992 -0.000000 -52.000000 -52.000000
0.000000 0.000000 -0.000000 257.168992 192.343934 0.000000 321.141837 2 -19.312010 -0.000000 -52.000000 -52.000000
0.000000 0.000000 -0.000000 55.959528 -176.170761 0.000000 184.844815 3 0.933484 0.000000 52.000000 52.000000
0.000000 -0.000000 -0.000000 -592.259841 83.264229 0.000000 598.084151 4 5.236984 0.000000 52.000000 52.000000
0.000000 -0.000000 0.000000 -129.923474 -417.466675 0.000000 437.216804 5 0.100347 0.000000 52.000000 52.000000
0.000000 -0.000000 -0.000000 242.720405 -158.460931 0.000000 289.867318 6 4.563623 0.000000 52.000000 52.000000
0.000000 -0.000000 -0.000000 -293.877764 -345.184098 0.000000 453.338948 7 -1.000000 0.000000 -52.000000 0.000000
0.000000 -0.000000 -0.000000 -649.704137 -617.894135 0.000000 896.609519 8 -4.490987 -0.000000 -52.000000 -52.000000
0.000000 0.000000 -0.000000 -969.585388 -446.773282 0.000000 1067.568354 9 0.445042 0.000000 52.000000 52.000000
1.000000 63.000000 -0.000000 564.226171 596.511190 63.000000 821.082683 10 -0.803000 -0.000000 -52.000000 -52.000000
1.000000 63.000000 -0.000000 615.779822 0.213928 63.000000 615.779859 11 0.778893 0.000000 52.000000 52.000000
1.000000 63.000000 -0.000000 325.973967 -70.829082 63.000000 333.580254 12 3.383160 0.000000 52.000000 52.000000
1.000000 63.000000 -0.000000 24.166751 -230.967581 63.000000 232.228455 13 -0.886171 -0.000000 -52.000000 -52.000000
1.000000 63.000000 0.000000 -196.294385 187.005866 63.000000 271.113776 14 -1.000000 0.000000 -52.000000 0.000000
1.000000 63.000000 -0.000000 687.959254 236.146810 63.000000 727.360469 15 -0.316644 -0.000000 -52.000000 -52.000000
1.000000 63.000000 0.000000 -159.807771 -86.738520 63.000000 181.829850 16 -2.090281 -0.000000 -52.000000 -52.000000
1.000000 63.000000 0.000000 74.937325 224.330785 63.000000 236.516181 17 1.096745 0.000000 52.000000 52.000000
1.000000 63.000000 -0.000000 -252.448359 222.254587 63.000000 336.343984 18 1.801938 0.000000 52.000000 52.000000
1.000000 63.000000 -0.000000 159.795660 130.745419 63.000000 206.467958 19 -0.277295 0.000000 -52.000000 52.000000
1.000000 63.000000 0.000000 132.973334 373.337266 63.000000 396.311269 20 0.812194 0.000000 52.000000 52.000000
1.000000 63.000000 0.000000 582.199926 260.000000 63.000000 637.618031 21 -1.000000 0.000000 -52.000000 0.000000
1.000000 63.000000 0.000000 1700.772924 719.258467 63.000000 1846.608048 22 -1.902900 -0.000000 -52.000000 -52.000000
0.000000 0.000000 0.000000 -689.280921 -370.460317 0.000000 782.527338 23 0.852196 -0.000000 52.000000 -52.000000
0.000000 0.000000 0.000000 -223.749878 -63.230764 0.000000 232.512660 24 0.264578 -0.000000 52.000000 -52.000000
0.000000 0.000000 0.000000 132.048554 -124.673158 0.000000 181.604561 25 0.589028 0.000000 52.000000 52.000000
0.000000 0.000000 -0.000000 201.724925 -330.259521 0.000000 386.993923 26 1.509604 0.000000 52.000000 52.000000
0.000000 0.000000 -0.000000 -367.712842 328.518695 0.000000 493.089512 27 -1.246980 -0.000000 -52.000000 -52.000000
0.000000 0.000000 -0.000000 616.258589 2.178231 0.000000 616.262438 28 -1.000000 0.000000 -52.000000 0.000000
0.000000 -0.000000 -0.000000 -260.124711 -9.299354 0.000000 260.290882 29 0.066481 0.000000 52.000000 52.000000
0.000000 0.000000 0.000000 -136.937104 -27.455273 0.000000 139.662315 30 -0.828201 -0.000000 -52.000000 -52.000000
0.000000 0.000000 0.000000 -387.215937 29.366011 0.000000 388.327882 31 1.324167 0.000000 52.000000 52.000000
0.000000 0.000000 0.000000 308.716644 29.366011 0.000000 310.110188 32 1.324167 0.000000 52.000000 52.000000
0.000000 0.000000 -0.000000 -83.668903 -27.455273 0.000000 88.058374 33 -0.828201 0.000000 -52.000000 52.000000
