00 0.000000 192.000000 0.000000 192.000000 45.666025 0.000000
01 43.108504 -124.631622 0.000000 124.631622 41.912565 3.141593
02 86.217009 52.852386 0.000000 52.852386 34.461292 0.000000
03 129.325513 -100.608490 0.000000 100.608490 40.052693 3.141593
04 172.434018 139.018204 0.000000 139.018204 42.861433 0.000000
05 215.542522 -59.707153 0.000000 59.707153 35.520527 3.141593
06 258.651026 -11.875565 0.000000 11.875565 21.493085 3.141593
07 301.759531 -18.178299 0.000000 18.178299 25.191065 3.141593
08 344.868035 40.579834 0.000000 40.579834 32.166205 0.000000
09 387.976540 14.453400 0.000000 14.453400 23.199400 0.000000
10 431.085044 -53.179031 0.000000 53.179031 34.514808 3.141593
11 474.193548 26.987030 0.000000 26.987030 28.623102 0.000000
12 517.302053 -7.996933 0.000000 7.996933 18.058469 3.141593
13 560.410557 23.376633 0.000000 23.376633 27.375639 0.000000
14 603.519062 -25.207138 0.000000 25.207138 28.030471 3.141593
15 646.627566 8.098679 0.000000 8.098679 18.168283 0.000000
16 689.736070 0.062531 0.000000 0.062531 -24.078160 0.000000
17 732.844575 -7.548096 0.000000 7.548096 17.556748 3.141593
18 775.953079 19.868195 0.000000 19.868195 25.963168 0.000000
19 819.061584 -15.610886 0.000000 15.610886 23.868551 3.141593
20 862.170088 4.732590 0.000000 4.732590 13.501977 0.000000
21 905.278592 -14.704559 0.000000 14.704559 23.349040 3.141593
22 948.387097 24.086426 0.000000 24.086426 27.635447 0.000000
23 991.495601 -4.815567 0.000000 4.815567 13.652949 3.141593
24 1034.604106 -13.695984 0.000000 13.695984 22.731865 3.141593
25 1077.712610 4.614517 0.000000 4.614517 13.282525 0.000000
26 1120.821114 2.596466 0.000000 2.596466 8.287653 0.000000
27 1163.929619 11.617065 0.000000 11.617065 21.301929 0.000000
28 1207.038123 -19.824982 0.000000 19.824982 25.944256 3.141593
29 1250.146628 10.063354 0.000000 10.063354 20.054855 0.000000
30 1293.255132 -3.499619 0.000000 3.499619 10.880414 3.141593
31 1336.363636 4.004654 0.000000 4.004654 12.051300 0.000000
32 1379.472141 0.187714 0.000000 0.187714 -14.530084 0.000000
33 1422.580645 -3.797226 0.000000 3.797226 11.589329 3.141593
34 1465.689150 3.148056 0.000000 3.148056 9.960849 0.000000
35 1508.797654 -8.940231 0.000000 8.940231 19.026975 3.141593
36 1551.906158 15.506210 0.000000 15.506210 23.810113 0.000000
37 1595.014663 -7.681305 0.000000 7.681305 17.708700 3.141593
38 1638.123167 -1.961243 0.000000 1.961243 5.850627 3.141593
